Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
P15_S18_L003_R1_001	P15_S18_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	317192307.0	0.0	28.0	45.0	64.43612505493984	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
P15_S18_L003_R2_001	P15_S18_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	317192307.0	0.0	150.0	42.0	58.8045462826404	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
P15_S18_L004_R1_001	P15_S18_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	319130540.0	0.0	28.0	45.0	63.799441330063104	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
P15_S18_L004_R2_001	P15_S18_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	319130540.0	0.0	150.0	42.0	57.949450921006154	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
P16_S19_L003_R1_001	P16_S19_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	300468568.0	0.0	28.0	45.0	44.85640638540059	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
P16_S19_L003_R2_001	P16_S19_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	300468568.0	0.0	150.0	43.0	49.197983441374994	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
P16_S19_L004_R1_001	P16_S19_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302817231.0	0.0	28.0	45.0	44.31458839032864	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
P16_S19_L004_R2_001	P16_S19_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302817231.0	0.0	150.0	43.0	48.25847588164904	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
P5_S15_L002_R1_001	P5_S15_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	341151103.0	0.0	28.0	45.0	26.645106631126346	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
P5_S15_L002_R2_001	P5_S15_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	341151103.0	0.0	150.0	41.0	51.347933731956886	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
P6_S3_L002_R1_001	P6_S3_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	145444271.0	0.0	28.0	45.0	17.410977508288024	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
P6_S3_L002_R2_001	P6_S3_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	145444271.0	0.0	150.0	43.0	44.7221622539269	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
P7_S5_L002_R1_001	P7_S5_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	345874999.0	0.0	28.0	45.0	28.57132206753159	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
P7_S5_L002_R2_001	P7_S5_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	345874999.0	0.0	150.0	42.0	52.057980582478955	150.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
P8_S7_L002_R1_001	P8_S7_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150269634.0	0.0	28.0	45.0	18.30364487726612	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
P8_S7_L002_R2_001	P8_S7_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150269634.0	0.0	150.0	43.0	49.888709042060185	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
P9_S9_L002_R1_001	P9_S9_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	163230446.0	0.0	28.0	45.0	19.823177051168322	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
P9_S9_L002_R2_001	P9_S9_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	163230446.0	0.0	150.0	43.0	49.8169433869834	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
Undetermined_S0_L002_R1_001	Undetermined_S0_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	160933094.0	0.0	28.0	43.0	69.60052003909125	28.0	pass	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass
Undetermined_S0_L002_R2_001	Undetermined_S0_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	160933094.0	0.0	150.0	41.0	65.72739546669051	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
Undetermined_S0_L003_R1_001	Undetermined_S0_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	200444185.0	0.0	28.0	44.0	76.26419950206528	28.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
Undetermined_S0_L003_R2_001	Undetermined_S0_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	200444185.0	0.0	150.0	41.0	61.62410142469231	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	pass
Undetermined_S0_L004_R1_001	Undetermined_S0_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204721024.0	0.0	28.0	44.0	74.98513433736605	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
Undetermined_S0_L004_R2_001	Undetermined_S0_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204721024.0	0.0	150.0	41.0	59.98306245737104	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	pass
V10_S10_L002_R1_001	V10_S10_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	188110627.0	0.0	28.0	46.0	16.391554567620155	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V10_S10_L002_R2_001	V10_S10_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	188110627.0	0.0	150.0	43.0	48.389319882435004	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
V11_S13_L002_R1_001	V11_S13_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99472357.0	0.0	28.0	45.0	16.175131332267842	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V11_S13_L002_R2_001	V11_S13_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99472357.0	0.0	150.0	45.0	51.474198254735036	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
V12_S16_L003_R1_001	V12_S16_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215668420.0	0.0	28.0	46.0	18.096676409069197	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V12_S16_L003_R2_001	V12_S16_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215668420.0	0.0	150.0	43.0	47.481455216299715	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V12_S16_L004_R1_001	V12_S16_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	217912981.0	0.0	28.0	46.0	17.737576083202793	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V12_S16_L004_R2_001	V12_S16_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	217912981.0	0.0	150.0	43.0	46.690211660208654	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V13_S22_L003_R1_001	V13_S22_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	217556071.0	0.0	28.0	45.0	37.33835963325805	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V13_S22_L003_R2_001	V13_S22_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	217556071.0	0.0	150.0	41.0	45.01316207012904	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V13_S22_L004_R1_001	V13_S22_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	219630312.0	0.0	28.0	45.0	36.782087825471955	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V13_S22_L004_R2_001	V13_S22_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	219630312.0	0.0	150.0	41.0	44.29781113695706	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V14_S23_L003_R1_001	V14_S23_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	465316478.0	0.0	28.0	45.0	38.25393882246197	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V14_S23_L003_R2_001	V14_S23_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	465316478.0	0.0	150.0	42.0	42.96253533070684	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V14_S23_L004_R1_001	V14_S23_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	469412964.0	0.0	28.0	45.0	37.738821102585895	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V14_S23_L004_R2_001	V14_S23_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	469412964.0	0.0	150.0	42.0	42.243801259996225	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V15_S21_L003_R1_001	V15_S21_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	299273232.0	0.0	28.0	45.0	52.667562624401384	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
V15_S21_L003_R2_001	V15_S21_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	299273232.0	0.0	150.0	43.0	54.28022573165423	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
V15_S21_L004_R1_001	V15_S21_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302073985.0	0.0	28.0	45.0	51.92630818685409	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
V15_S21_L004_R2_001	V15_S21_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302073985.0	0.0	150.0	43.0	53.58429743214857	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
V16_S17_L003_R1_001	V16_S17_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	312609397.0	0.0	28.0	45.0	57.731188235581435	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
V16_S17_L003_R2_001	V16_S17_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	312609397.0	0.0	150.0	40.0	52.5100089714153	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
V16_S17_L004_R1_001	V16_S17_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315963564.0	0.0	28.0	45.0	56.902580411658285	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
V16_S17_L004_R2_001	V16_S17_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315963564.0	0.0	150.0	40.0	51.674479447785195	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
V5_S4_L002_R1_001	V5_S4_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81011649.0	0.0	28.0	45.0	14.10233570261051	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
V5_S4_L002_R2_001	V5_S4_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81011649.0	0.0	150.0	44.0	42.17078424609315	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
V6_S14_L002_R1_001	V6_S14_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269095650.0	0.0	28.0	45.0	16.428727225190297	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
V6_S14_L002_R2_001	V6_S14_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269095650.0	0.0	150.0	44.0	42.819775268296624	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
V7_S2_L002_R1_001	V7_S2_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76211099.0	0.0	28.0	46.0	12.259030925207572	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
V7_S2_L002_R2_001	V7_S2_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76211099.0	0.0	150.0	45.0	42.063266353405254	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V8_S6_L002_R1_001	V8_S6_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121696753.0	0.0	28.0	45.0	27.145695257732477	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
V8_S6_L002_R2_001	V8_S6_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121696753.0	0.0	150.0	44.0	52.88438049821232	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
V9_S8_L002_R1_001	V9_S8_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	275148173.0	0.0	28.0	45.0	9.987800216632484	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V9_S8_L002_R2_001	V9_S8_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	275148173.0	0.0	150.0	43.0	40.34967547468675	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
