Module	Section	Sample Name	Source
FastQC	all_sections	P14_S20_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P14_S20_L003_R2_001_fastqc.zip
FastQC	all_sections	P14_S20_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P14_S20_L004_R1_001_fastqc.zip
FastQC	all_sections	P14_S20_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P14_S20_L004_R2_001_fastqc.zip
FastQC	all_sections	P15_S18_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P15_S18_L003_R1_001_fastqc.zip
FastQC	all_sections	P15_S18_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P15_S18_L003_R2_001_fastqc.zip
FastQC	all_sections	P15_S18_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P15_S18_L004_R1_001_fastqc.zip
FastQC	all_sections	P15_S18_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P15_S18_L004_R2_001_fastqc.zip
FastQC	all_sections	P16_S19_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P16_S19_L003_R1_001_fastqc.zip
FastQC	all_sections	P16_S19_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P16_S19_L003_R2_001_fastqc.zip
FastQC	all_sections	P16_S19_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P16_S19_L004_R1_001_fastqc.zip
FastQC	all_sections	P16_S19_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P16_S19_L004_R2_001_fastqc.zip
FastQC	all_sections	P5_S15_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P5_S15_L002_R1_001_fastqc.zip
FastQC	all_sections	P5_S15_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P5_S15_L002_R2_001_fastqc.zip
FastQC	all_sections	P6_S3_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P6_S3_L002_R1_001_fastqc.zip
FastQC	all_sections	P6_S3_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P6_S3_L002_R2_001_fastqc.zip
FastQC	all_sections	P7_S5_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P7_S5_L002_R1_001_fastqc.zip
FastQC	all_sections	P7_S5_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P7_S5_L002_R2_001_fastqc.zip
FastQC	all_sections	P8_S7_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P8_S7_L002_R1_001_fastqc.zip
FastQC	all_sections	P8_S7_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P8_S7_L002_R2_001_fastqc.zip
FastQC	all_sections	P9_S9_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P9_S9_L002_R1_001_fastqc.zip
FastQC	all_sections	P9_S9_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/P9_S9_L002_R2_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/Undetermined_S0_L002_R1_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/Undetermined_S0_L002_R2_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/Undetermined_S0_L003_R1_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/Undetermined_S0_L003_R2_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/Undetermined_S0_L004_R1_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/Undetermined_S0_L004_R2_001_fastqc.zip
FastQC	all_sections	V10_S10_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V10_S10_L002_R1_001_fastqc.zip
FastQC	all_sections	V10_S10_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V10_S10_L002_R2_001_fastqc.zip
FastQC	all_sections	V11_S13_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V11_S13_L002_R1_001_fastqc.zip
FastQC	all_sections	V11_S13_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V11_S13_L002_R2_001_fastqc.zip
FastQC	all_sections	V12_S16_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V12_S16_L003_R1_001_fastqc.zip
FastQC	all_sections	V12_S16_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V12_S16_L003_R2_001_fastqc.zip
FastQC	all_sections	V12_S16_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V12_S16_L004_R1_001_fastqc.zip
FastQC	all_sections	V12_S16_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V12_S16_L004_R2_001_fastqc.zip
FastQC	all_sections	V13_S22_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V13_S22_L003_R1_001_fastqc.zip
FastQC	all_sections	V13_S22_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V13_S22_L003_R2_001_fastqc.zip
FastQC	all_sections	V13_S22_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V13_S22_L004_R1_001_fastqc.zip
FastQC	all_sections	V13_S22_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V13_S22_L004_R2_001_fastqc.zip
FastQC	all_sections	V14_S23_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V14_S23_L003_R1_001_fastqc.zip
FastQC	all_sections	V14_S23_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V14_S23_L003_R2_001_fastqc.zip
FastQC	all_sections	V14_S23_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V14_S23_L004_R1_001_fastqc.zip
FastQC	all_sections	V14_S23_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V14_S23_L004_R2_001_fastqc.zip
FastQC	all_sections	V15_S21_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V15_S21_L003_R1_001_fastqc.zip
FastQC	all_sections	V15_S21_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V15_S21_L003_R2_001_fastqc.zip
FastQC	all_sections	V15_S21_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V15_S21_L004_R1_001_fastqc.zip
FastQC	all_sections	V15_S21_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V15_S21_L004_R2_001_fastqc.zip
FastQC	all_sections	V16_S17_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V16_S17_L003_R1_001_fastqc.zip
FastQC	all_sections	V16_S17_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V16_S17_L003_R2_001_fastqc.zip
FastQC	all_sections	V16_S17_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V16_S17_L004_R1_001_fastqc.zip
FastQC	all_sections	V16_S17_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V16_S17_L004_R2_001_fastqc.zip
FastQC	all_sections	V5_S4_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V5_S4_L002_R1_001_fastqc.zip
FastQC	all_sections	V5_S4_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V5_S4_L002_R2_001_fastqc.zip
FastQC	all_sections	V6_S14_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V6_S14_L002_R1_001_fastqc.zip
FastQC	all_sections	V6_S14_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V6_S14_L002_R2_001_fastqc.zip
FastQC	all_sections	V7_S2_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V7_S2_L002_R1_001_fastqc.zip
FastQC	all_sections	V7_S2_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V7_S2_L002_R2_001_fastqc.zip
FastQC	all_sections	V8_S6_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V8_S6_L002_R1_001_fastqc.zip
FastQC	all_sections	V8_S6_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V8_S6_L002_R2_001_fastqc.zip
FastQC	all_sections	V9_S8_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V9_S8_L002_R1_001_fastqc.zip
FastQC	all_sections	V9_S8_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/01_set1/V9_S8_L002_R2_001_fastqc.zip
