Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
05_V_21_S5_L002_I1_001	99.99995368759114	69.0	10.0	36.36363636363637	75573698.0
05_V_21_S5_L002_I2_001	99.99995236437947	49.0	10.0	36.36363636363637	75573698.0
05_V_21_S5_L003_I1_001	99.9999507620903	69.0	10.0	36.36363636363637	71083440.0
05_V_21_S5_L003_I2_001	99.99994794849546	49.0	10.0	36.36363636363637	71083440.0
05_V_21_S5_L004_I1_001	99.9999482232067	69.0	10.0	36.36363636363637	69529219.0
05_V_21_S5_L004_I2_001	99.99994678496245	49.0	10.0	36.36363636363637	69529219.0
06_V_22_S6_L001_I1_001	99.99995658981815	29.0	10.0	36.36363636363637	80626246.0
06_V_22_S6_L001_I2_001	99.99995658981815	30.0	10.0	36.36363636363637	80626246.0
06_V_22_S6_L002_I1_001	99.99995603620074	29.0	10.0	36.36363636363637	79610954.0
06_V_22_S6_L002_I2_001	99.9999547800922	30.0	10.0	36.36363636363637	79610954.0
06_V_22_S6_L003_I1_001	99.99995305904356	29.0	10.0	36.36363636363637	74561753.0
06_V_22_S6_L003_I2_001	99.99995037670318	30.0	10.0	36.36363636363637	74561753.0
06_V_22_S6_L004_I1_001	99.99995077025677	29.0	10.0	45.45454545454545	73126524.0
06_V_22_S6_L004_I2_001	99.9999494027639	30.0	10.0	36.36363636363637	73126524.0
07_V_23_S7_L001_I1_001	99.99995979848427	39.0	10.0	36.36363636363637	87061394.0
07_V_23_S7_L001_I2_001	99.99995979848427	50.0	10.0	36.36363636363637	87061394.0
07_V_23_S7_L002_I1_001	99.9999592040272	39.0	10.0	36.36363636363637	85792782.0
07_V_23_S7_L002_I2_001	99.99995803842799	50.0	10.0	36.36363636363637	85792782.0
07_V_23_S7_L003_I1_001	99.99995612463877	39.0	10.0	36.36363636363637	79771423.0
07_V_23_S7_L003_I2_001	99.99995361747527	50.0	10.0	36.36363636363637	79771423.0
07_V_23_S7_L004_I1_001	99.99995394701578	39.0	10.0	36.36363636363637	78170830.0
07_V_23_S7_L004_I2_001	99.99995266776622	50.0	10.0	36.36363636363637	78170830.0
08_V_24_S8_L001_I1_001	99.99995229364781	59.0	10.0	36.36363636363637	73365492.0
08_V_24_S8_L001_I2_001	99.99995229364781	40.0	10.0	36.36363636363637	73365492.0
08_V_24_S8_L002_I1_001	99.99995150882239	59.0	10.0	36.36363636363637	72178078.0
08_V_24_S8_L002_I2_001	99.99995012336016	40.0	10.0	36.36363636363637	72178078.0
08_V_24_S8_L003_I1_001	99.99994786179664	59.0	10.0	36.36363636363637	67129279.0
08_V_24_S8_L003_I2_001	99.99994488247073	40.0	10.0	36.36363636363637	67129279.0
08_V_24_S8_L004_I1_001	99.99994508932205	59.0	10.0	45.45454545454545	65561019.0
08_V_24_S8_L004_I2_001	99.99994356402544	40.0	10.0	36.36363636363637	65561019.0
09_P_25_S9_L001_I1_001	99.99995167448397	39.0	10.0	36.36363636363637	72425507.0
09_P_25_S9_L001_I2_001	99.99995167448397	49.0	10.0	36.36363636363637	72425507.0
09_P_25_S9_L002_I1_001	99.99995082674917	39.0	10.0	36.36363636363637	71176909.0
09_P_25_S9_L002_I2_001	99.99994942179914	49.0	10.0	36.36363636363637	71176909.0
09_P_25_S9_L003_I1_001	99.99994693041423	39.0	10.0	36.36363636363637	65951146.0
09_P_25_S9_L003_I2_001	99.99994389786646	49.0	10.0	36.36363636363637	65951146.0
09_P_25_S9_L004_I1_001	99.9999440841861	39.0	10.0	36.36363636363637	64382502.0
09_P_25_S9_L004_I2_001	99.99994253096905	49.0	10.0	36.36363636363637	64382502.0
10_P_26_S10_L001_I1_001	99.99995593778561	50.0	10.0	36.36363636363637	79433139.0
10_P_26_S10_L001_I2_001	99.99995593778561	40.0	10.0	36.36363636363637	79433139.0
10_P_26_S10_L002_I1_001	99.99995529037953	50.0	10.0	36.36363636363637	78282928.0
10_P_26_S10_L002_I2_001	99.99995401296181	40.0	10.0	36.36363636363637	78282928.0
10_P_26_S10_L003_I1_001	99.99995207891918	50.0	10.0	36.36363636363637	73036750.0
10_P_26_S10_L003_I2_001	99.9999493405717	40.0	10.0	36.36363636363637	73036750.0
10_P_26_S10_L004_I1_001	99.99994949831627	50.0	10.0	36.36363636363637	71284752.0
10_P_26_S10_L004_I2_001	99.99994809549173	40.0	10.0	36.36363636363637	71284752.0
11_V_25_S11_L001_I1_001	99.999951448597	49.0	10.0	36.36363636363637	72088545.0
11_V_25_S11_L001_I2_001	99.999951448597	70.0	10.0	27.27272727272727	72088545.0
11_V_25_S11_L002_I1_001	99.99995070568197	49.0	10.0	36.36363636363637	71002098.0
11_V_25_S11_L002_I2_001	99.99994929727288	70.0	10.0	27.27272727272727	71002098.0
11_V_25_S11_L003_I1_001	99.99994731336233	49.0	10.0	36.36363636363637	66430506.0
11_V_25_S11_L003_I2_001	99.99994430269732	70.0	10.0	27.27272727272727	66430506.0
11_V_25_S11_L004_I1_001	99.99994454085606	49.0	10.0	36.36363636363637	64912650.0
11_V_25_S11_L004_I2_001	99.99994300032428	70.0	10.0	36.36363636363637	64912650.0
12_V_26_S12_L001_I1_001	99.99995195982831	49.0	10.0	36.36363636363637	72855693.0
12_V_26_S12_L001_I2_001	99.99995195982831	59.0	10.0	36.36363636363637	72855693.0
12_V_26_S12_L002_I1_001	99.99995117802747	49.0	10.0	36.36363636363637	71689033.0
12_V_26_S12_L002_I2_001	99.99994978311396	59.0	10.0	36.36363636363637	71689033.0
12_V_26_S12_L003_I1_001	99.99994745748417	49.0	10.0	36.36363636363637	66612722.0
12_V_26_S12_L003_I2_001	99.9999444550547	59.0	10.0	36.36363636363637	66612722.0
12_V_26_S12_L004_I1_001	99.99994458115196	49.0	10.0	36.36363636363637	64959849.0
12_V_26_S12_L004_I2_001	99.99994304173953	59.0	10.0	36.36363636363637	64959849.0
13_P_27_S13_L001_I1_001	99.99996104718521	69.0	10.0	36.36363636363637	89852300.0
13_P_27_S13_L001_I2_001	99.99995993424766	39.0	10.0	36.36363636363637	89852300.0
13_P_27_S13_L002_I1_001	99.99996036632747	69.0	10.0	36.36363636363637	88308748.0
13_P_27_S13_L002_I2_001	99.99995923393682	39.0	10.0	36.36363636363637	88308748.0
13_P_27_S13_L003_I1_001	99.9999575061155	69.0	10.0	36.36363636363637	82364793.0
13_P_27_S13_L003_I2_001	99.99995507789353	39.0	10.0	36.36363636363637	82364793.0
13_P_27_S13_L004_I1_001	99.9999553288866	69.0	10.0	36.36363636363637	80588992.0
13_P_27_S13_L004_I2_001	99.99995408802235	39.0	10.0	36.36363636363637	80588992.0
14_P_28_S14_L001_I1_001	99.9999448928782	39.0	10.0	36.36363636363637	63512662.0
14_P_28_S14_L001_I2_001	99.99994331838901	49.0	10.0	36.36363636363637	63512662.0
14_P_28_S14_L002_I1_001	99.99994407237035	39.0	10.0	36.36363636363637	62580875.0
14_P_28_S14_L002_I2_001	99.99994247443807	49.0	10.0	36.36363636363637	62580875.0
14_P_28_S14_L003_I1_001	99.99993999605792	39.0	10.0	36.36363636363637	58329501.0
14_P_28_S14_L003_I2_001	99.99993656726122	49.0	10.0	36.36363636363637	58329501.0
14_P_28_S14_L004_I1_001	99.99993683499754	39.0	10.0	36.36363636363637	56993586.0
14_P_28_S14_L004_I2_001	99.99993508041413	49.0	10.0	36.36363636363637	56993586.0
15_V_27_S15_L001_I1_001	99.9999489211408	39.0	10.0	36.36363636363637	68521499.0
15_V_27_S15_L001_I2_001	99.9999489211408	30.0	10.0	27.27272727272727	68521499.0
15_V_27_S15_L002_I1_001	99.99994817010099	39.0	10.0	36.36363636363637	67528590.0
15_V_27_S15_L002_I2_001	99.99994668924673	30.0	10.0	36.36363636363637	67528590.0
15_V_27_S15_L003_I1_001	99.99994439637025	39.0	10.0	36.36363636363637	62945531.0
15_V_27_S15_L003_I2_001	99.99994121901999	30.0	10.0	36.36363636363637	62945531.0
15_V_27_S15_L004_I1_001	99.99994149105845	39.0	10.0	36.36363636363637	61529057.0
15_V_27_S15_L004_I2_001	99.99993986581006	30.0	10.0	36.36363636363637	61529057.0
16_V_28_S16_L001_I1_001	99.99995459099742	29.0	10.0	36.36363636363637	77077227.0
16_V_28_S16_L001_I2_001	99.99995459099742	39.0	10.0	36.36363636363637	77077227.0
16_V_28_S16_L002_I1_001	99.99995386562072	29.0	10.0	36.36363636363637	75865332.0
16_V_28_S16_L002_I2_001	99.99995254749561	39.0	10.0	36.36363636363637	75865332.0
16_V_28_S16_L003_I1_001	99.9999503970848	29.0	10.0	36.36363636363637	70560369.0
16_V_28_S16_L003_I2_001	99.9999475626325	39.0	10.0	36.36363636363637	70560369.0
16_V_28_S16_L004_I1_001	99.99994792477177	29.0	10.0	45.45454545454545	69130758.0
16_V_28_S16_L004_I2_001	99.99994647823766	39.0	10.0	36.36363636363637	69130758.0
17_P_29_S17_L001_I1_001	99.99994507941705	50.0	10.0	27.27272727272727	63728384.0
17_P_29_S17_L001_I2_001	99.99994507941705	39.0	10.0	36.36363636363637	63728384.0
17_P_29_S17_L002_I1_001	99.99994437206986	50.0	10.0	36.36363636363637	62918034.0
17_P_29_S17_L002_I2_001	99.99994278270043	39.0	10.0	36.36363636363637	62918034.0
17_P_29_S17_L003_I1_001	99.9999407995598	50.0	10.0	27.27272727272727	59121182.0
17_P_29_S17_L003_I2_001	99.9999374166775	39.0	10.0	36.36363636363637	59121182.0
17_P_29_S17_L004_I1_001	99.99993781638398	50.0	10.0	36.36363636363637	57893063.0
17_P_29_S17_L004_I2_001	99.99993608906131	39.0	10.0	36.36363636363637	57893063.0
18_P_30_S18_L001_I1_001	99.99994303400251	40.0	10.0	36.36363636363637	61440160.0
18_P_30_S18_L001_I2_001	99.99994303400251	49.0	10.0	36.36363636363637	61440160.0
18_P_30_S18_L002_I1_001	99.99994229601232	40.0	10.0	36.36363636363637	60654387.0
18_P_30_S18_L002_I2_001	99.99994064732697	49.0	10.0	36.36363636363637	60654387.0
18_P_30_S18_L003_I1_001	99.99993858924044	40.0	10.0	36.36363636363637	56993270.0
18_P_30_S18_L003_I2_001	99.99993508005419	49.0	10.0	36.36363636363637	56993270.0
18_P_30_S18_L004_I1_001	99.99993544995095	40.0	10.0	45.45454545454545	55770678.0
18_P_30_S18_L004_I2_001	99.99993365689404	49.0	10.0	36.36363636363637	55770678.0
19_V_29_S19_L001_I1_001	99.99995600015403	39.0	10.0	36.36363636363637	79545733.0
19_V_29_S19_L001_I2_001	99.99995600015403	50.0	10.0	36.36363636363637	79545733.0
19_V_29_S19_L002_I1_001	99.99995545640972	39.0	10.0	36.36363636363637	78574717.0
19_V_29_S19_L002_I2_001	99.99995418373572	50.0	10.0	36.36363636363637	78574717.0
19_V_29_S19_L003_I1_001	99.99995245516824	39.0	10.0	36.36363636363637	73614731.0
19_V_29_S19_L003_I2_001	99.99994973832072	50.0	10.0	36.36363636363637	73614731.0
19_V_29_S19_L004_I1_001	99.9999500766649	39.0	10.0	36.36363636363637	72110567.0
19_V_29_S19_L004_I2_001	99.9999486899056	49.0	10.0	36.36363636363637	72110567.0
20_V_30_S20_L001_I1_001	99.99994450780068	59.0	10.0	36.36363636363637	63071928.0
20_V_30_S20_L001_I2_001	99.99994450780068	70.0	10.0	36.36363636363637	63071928.0
20_V_30_S20_L002_I1_001	99.99994374491334	59.0	10.0	36.36363636363637	62216596.0
20_V_30_S20_L002_I2_001	99.99994213762514	69.0	10.0	36.36363636363637	62216596.0
20_V_30_S20_L003_I1_001	99.9999401209304	59.0	10.0	36.36363636363637	58451142.0
20_V_30_S20_L003_I2_001	99.99993669926928	69.0	10.0	36.36363636363637	58451142.0
20_V_30_S20_L004_I1_001	99.99993698685199	59.0	10.0	36.36363636363637	57130934.0
20_V_30_S20_L004_I2_001	99.99993523648676	69.0	10.0	36.36363636363637	57130934.0
21_P_31_S21_L001_I1_001	99.99995429667055	59.0	10.0	36.36363636363637	76580854.0
21_P_31_S21_L001_I2_001	99.99995429667055	50.0	10.0	36.36363636363637	76580854.0
21_P_31_S21_L002_I1_001	99.99995371946969	59.0	10.0	36.36363636363637	75625754.0
21_P_31_S21_L002_I2_001	99.99995239716883	50.0	10.0	36.36363636363637	75625754.0
21_P_31_S21_L003_I1_001	99.99995069898	59.0	10.0	36.36363636363637	70992446.0
21_P_31_S21_L003_I2_001	99.99994929037943	50.0	10.0	36.36363636363637	70992446.0
21_P_31_S21_L004_I1_001	99.99994815717105	59.0	10.0	36.36363636363637	69440655.0
21_P_31_S21_L004_I2_001	99.99994671709246	50.0	10.0	36.36363636363637	69440655.0
22_P_32_S22_L001_I1_001	99.99994885244992	49.0	10.0	36.36363636363637	68429475.0
22_P_32_S22_L001_I2_001	99.99994885244992	59.0	10.0	36.36363636363637	68429475.0
22_P_32_S22_L002_I1_001	99.99994819315026	49.0	10.0	36.36363636363637	67558634.0
22_P_32_S22_L002_I2_001	99.99994671295455	59.0	10.0	36.36363636363637	67558634.0
22_P_32_S22_L003_I1_001	99.99994503151139	49.0	10.0	36.36363636363637	63672844.0
22_P_32_S22_L003_I2_001	99.9999418904549	59.0	10.0	36.36363636363637	63672844.0
22_P_32_S22_L004_I1_001	99.99994211385535	49.0	10.0	36.36363636363637	62191048.0
22_P_32_S22_L004_I2_001	99.99994050590689	59.0	10.0	36.36363636363637	62191048.0
23_V_31_S23_L001_I1_001	99.99994456052502	70.0	10.0	36.36363636363637	63131911.0
23_V_31_S23_L001_I2_001	99.99994456052502	50.0	10.0	36.36363636363637	63131911.0
23_V_31_S23_L002_I1_001	99.999943895931	70.0	10.0	36.36363636363637	62384067.0
23_V_31_S23_L002_I2_001	99.99994229295758	50.0	10.0	36.36363636363637	62384067.0
23_V_31_S23_L003_I1_001	99.99994017908502	70.0	10.0	36.36363636363637	58507965.0
23_V_31_S23_L003_I2_001	99.99993676074702	50.0	10.0	36.36363636363637	58507965.0
23_V_31_S23_L004_I1_001	99.99993704359778	70.0	10.0	36.36363636363637	57182429.0
23_V_31_S23_L004_I2_001	99.99993529480884	49.0	10.0	36.36363636363637	57182429.0
24_V_32_S24_L001_I1_001	99.99994331797558	29.0	10.0	36.36363636363637	61747971.0
24_V_32_S24_L001_I2_001	99.99994331797558	50.0	10.0	36.36363636363637	61747971.0
24_V_32_S24_L002_I1_001	99.99994262632929	29.0	10.0	36.36363636363637	61003592.0
24_V_32_S24_L002_I2_001	99.99994098708154	50.0	10.0	36.36363636363637	61003592.0
24_V_32_S24_L003_I1_001	99.99993885290887	29.0	10.0	36.36363636363637	57239027.0
24_V_32_S24_L003_I2_001	99.99993535878939	50.0	10.0	36.36363636363637	57239027.0
24_V_32_S24_L004_I1_001	99.99993573700269	29.0	10.0	45.45454545454545	56019796.0
24_V_32_S24_L004_I2_001	99.99993395191943	50.0	10.0	36.36363636363637	56019796.0
25_P_33_S25_L001_I1_001	99.99994986149812	59.0	10.0	36.36363636363637	69806633.0
25_P_33_S25_L001_I2_001	99.99994986149812	30.0	10.0	36.36363636363637	69806633.0
25_P_33_S25_L002_I1_001	99.9999492673245	59.0	10.0	36.36363636363637	68989068.0
25_P_33_S25_L002_I2_001	99.99994781781949	30.0	10.0	36.36363636363637	68989068.0
25_P_33_S25_L003_I1_001	99.99994589510322	59.0	10.0	36.36363636363637	64689154.0
25_P_33_S25_L003_I2_001	99.99994280339483	30.0	10.0	36.36363636363637	64689154.0
25_P_33_S25_L004_I1_001	99.99994323736512	59.0	10.0	36.36363636363637	63422003.0
25_P_33_S25_L004_I2_001	99.99994166062525	30.0	10.0	36.36363636363637	63422003.0
26_P_34_S26_L001_I1_001	99.99994741807895	69.0	10.0	36.36363636363637	66562802.0
26_P_34_S26_L001_I2_001	99.99994741807895	39.0	10.0	36.36363636363637	66562802.0
26_P_34_S26_L002_I1_001	99.99994674061544	69.0	10.0	36.36363636363637	65716118.0
26_P_34_S26_L002_I2_001	99.99994521891874	39.0	10.0	36.36363636363637	65716118.0
26_P_34_S26_L003_I1_001	99.99994311195209	69.0	10.0	36.36363636363637	61524347.0
26_P_34_S26_L003_I2_001	99.99993986120649	39.0	10.0	36.36363636363637	61524347.0
26_P_34_S26_L004_I1_001	99.99994033565767	69.0	10.0	36.36363636363637	60337546.0
26_P_34_S26_L004_I2_001	99.99993867831482	39.0	10.0	36.36363636363637	60337546.0
27_V_33_S27_L001_I1_001	99.99995618914069	30.0	10.0	36.36363636363637	79888869.0
27_V_33_S27_L001_I2_001	99.99995618914069	69.0	10.0	36.36363636363637	79888869.0
27_V_33_S27_L002_I1_001	99.99995566236787	30.0	10.0	45.45454545454545	78939714.0
27_V_33_S27_L002_I2_001	99.99995439557837	69.0	10.0	36.36363636363637	78939714.0
27_V_33_S27_L003_I1_001	99.99995271127858	30.0	10.0	36.36363636363637	74013420.0
27_V_33_S27_L003_I2_001	99.99995000906593	69.0	10.0	36.36363636363637	74013420.0
27_V_33_S27_L004_I1_001	99.9999504142415	30.0	10.0	45.45454545454545	72601491.0
27_V_33_S27_L004_I2_001	99.9999490368593	69.0	10.0	36.36363636363637	72601491.0
28_V_34_S28_L001_I1_001	99.9999573178654	49.0	10.0	36.36363636363637	82001522.0
28_V_34_S28_L001_I2_001	99.9999573178654	49.0	10.0	36.36363636363637	82001522.0
28_V_34_S28_L002_I1_001	99.99995678282242	49.0	10.0	36.36363636363637	80986316.0
28_V_34_S28_L002_I2_001	99.99995554804592	49.0	10.0	36.36363636363637	80986316.0
28_V_34_S28_L003_I1_001	99.99995395155338	49.0	10.0	36.36363636363637	76006907.0
28_V_34_S28_L003_I2_001	99.99995132021357	49.0	10.0	36.36363636363637	76006907.0
28_V_34_S28_L004_I1_001	99.99995165373957	49.0	10.0	45.45454545454545	74462843.0
28_V_34_S28_L004_I2_001	99.9999503107879	49.0	10.0	36.36363636363637	74462843.0
29_P_35_S29_L001_I1_001	99.99994378370849	49.0	10.0	36.36363636363637	62259532.0
29_P_35_S29_L001_I2_001	99.99994378370849	30.0	10.0	27.27272727272727	62259532.0
29_P_35_S29_L002_I1_001	99.99994316619718	49.0	10.0	36.36363636363637	61583069.0
29_P_35_S29_L002_I2_001	99.99994154237426	30.0	10.0	27.27272727272727	61583069.0
29_P_35_S29_L003_I1_001	99.99993944245045	49.0	10.0	36.36363636363637	57796262.0
29_P_35_S29_L003_I2_001	99.99993598201904	30.0	10.0	27.27272727272727	57796262.0
29_P_35_S29_L004_I1_001	99.99993648919914	49.0	10.0	36.36363636363637	56683272.0
29_P_35_S29_L004_I2_001	99.99993472501023	30.0	10.0	36.36363636363637	56683272.0
30_P_36_S30_L001_I1_001	99.999949928937	69.0	10.0	36.36363636363637	69900653.0
30_P_36_S30_L001_I2_001	99.999949928937	40.0	10.0	27.27272727272727	69900653.0
30_P_36_S30_L002_I1_001	99.99994945135658	69.0	10.0	36.36363636363637	69240236.0
30_P_36_S30_L002_I2_001	99.99994800710962	40.0	10.0	27.27272727272727	69240236.0
30_P_36_S30_L003_I1_001	99.99994608828952	69.0	10.0	36.36363636363637	64920960.0
30_P_36_S30_L003_I2_001	99.99994300762035	40.0	10.0	27.27272727272727	64920960.0
30_P_36_S30_L004_I1_001	99.99994330754284	69.0	10.0	36.36363636363637	63500511.0
30_P_36_S30_L004_I2_001	99.99994173275236	40.0	10.0	27.27272727272727	63500511.0
31_V_35_S31_L001_I1_001	99.9999538179621	39.0	10.0	36.36363636363637	75787041.0
31_V_35_S31_L001_I2_001	99.9999538179621	60.0	10.0	36.36363636363637	75787041.0
31_V_35_S31_L002_I1_001	99.99995331032342	39.0	10.0	36.36363636363637	74963038.0
31_V_35_S31_L002_I2_001	99.99995197633265	60.0	10.0	36.36363636363637	74963038.0
31_V_35_S31_L003_I1_001	99.99995034330581	39.0	10.0	36.36363636363637	70483951.0
31_V_35_S31_L003_I2_001	99.99994750578043	60.0	10.0	36.36363636363637	70483951.0
31_V_35_S31_L004_I1_001	99.99994785272817	39.0	10.0	45.45454545454545	69035251.0
31_V_35_S31_L004_I2_001	99.99994640419284	60.0	10.0	36.36363636363637	69035251.0
32_V_36_S32_L001_I1_001	99.99994856795932	39.0	10.0	36.36363636363637	68050965.0
32_V_36_S32_L001_I2_001	99.99994709847245	40.0	10.0	36.36363636363637	68050965.0
32_V_36_S32_L002_I1_001	99.99994796190497	39.0	10.0	36.36363636363637	67258419.0
32_V_36_S32_L002_I2_001	99.99994647510225	40.0	10.0	36.36363636363637	67258419.0
32_V_36_S32_L003_I1_001	99.99994443683141	39.0	10.0	36.36363636363637	62991368.0
32_V_36_S32_L004_I2_001	99.99994017751982	40.0	10.0	36.36363636363637	61849659.0
33_P_37_S33_L001_I1_001	99.99994685548941	59.0	10.0	36.36363636363637	65858166.0
33_P_37_S33_L001_I2_001	99.99994685548941	49.0	10.0	36.36363636363637	65858166.0
33_P_37_S33_L002_I1_001	99.99994618638931	59.0	10.0	36.36363636363637	65039308.0
33_P_37_S33_L002_I2_001	99.99994464885758	49.0	10.0	36.36363636363637	65039308.0
33_P_37_S33_L003_I1_001	99.99994255128213	59.0	10.0	36.36363636363637	60923901.0
33_P_37_S33_L003_I2_001	99.99993926849825	49.0	10.0	36.36363636363637	60923901.0
33_P_37_S33_L004_I1_001	99.9999395673871	59.0	10.0	36.36363636363637	59570484.0
33_P_37_S33_L004_I2_001	99.9999378887034	49.0	10.0	36.36363636363637	59570484.0
34_P_38_S34_L001_I1_001	99.99996240869649	39.0	10.0	36.36363636363637	93106641.0
34_P_38_S34_L001_I2_001	99.99996133465925	49.0	10.0	36.36363636363637	93106641.0
34_P_38_S34_L002_I1_001	99.99996189459051	39.0	10.0	36.36363636363637	91850476.0
34_P_38_S34_L002_I2_001	99.99996080586452	49.0	10.0	36.36363636363637	91850476.0
34_P_38_S34_L003_I1_001	99.99995925061936	39.0	10.0	36.36363636363637	85890876.0
34_P_38_S34_L003_I2_001	99.99995692208331	49.0	10.0	36.36363636363637	85890876.0
34_P_38_S34_L004_I1_001	99.99995715248305	39.0	10.0	36.36363636363637	84018871.0
34_P_38_S34_L004_I2_001	99.99995596227424	49.0	10.0	36.36363636363637	84018871.0
35_V_37_S35_L001_I1_001	99.99995782089843	40.0	10.0	36.36363636363637	82979482.0
35_V_37_S35_L001_I2_001	99.99995661578123	40.0	10.0	36.36363636363637	82979482.0
35_V_37_S35_L002_I1_001	99.99995729754721	40.0	10.0	45.45454545454545	81962505.0
35_V_37_S35_L002_I2_001	99.99995607747714	40.0	10.0	36.36363636363637	81962505.0
35_V_37_S35_L003_I1_001	99.99995438105454	40.0	10.0	36.36363636363637	76722510.0
35_V_37_S35_L003_I2_001	99.99995177425765	40.0	10.0	36.36363636363637	76722510.0
35_V_37_S35_L004_I1_001	99.99995203006308	40.0	10.0	45.45454545454545	75047003.0
35_V_37_S35_L004_I2_001	99.99995069756483	40.0	10.0	36.36363636363637	75047003.0
36_V_38_S36_L001_I1_001	99.99995688843433	39.0	10.0	36.36363636363637	81184711.0
36_V_38_S36_L001_I2_001	99.99995565667531	50.0	10.0	36.36363636363637	81184711.0
36_V_38_S36_L002_I1_001	99.99995638020509	39.0	10.0	36.36363636363637	80238800.0
36_V_38_S36_L002_I2_001	99.99995513392523	50.0	10.0	36.36363636363637	80238800.0
36_V_38_S36_L003_I1_001	99.99995357136736	39.0	10.0	36.36363636363637	75384516.0
36_V_38_S36_L003_I2_001	99.99995091830264	50.0	10.0	36.36363636363637	75384516.0
36_V_38_S36_L004_I1_001	99.99994843302626	39.0	10.0	36.36363636363637	67872899.0
36_V_38_S36_L004_I2_001	99.99994656661549	50.0	10.0	36.36363636363637	69245099.0
38_P_40_S38_L001_I1_001	99.99996052514594	39.0	10.0	36.36363636363637	88664039.0
38_P_40_S38_L001_I2_001	99.99996052514594	40.0	10.0	36.36363636363637	88664039.0
38_P_40_S38_L002_I1_001	99.99995994407689	39.0	10.0	36.36363636363637	87377839.0
38_P_40_S38_L002_I2_001	99.99995879962195	40.0	10.0	36.36363636363637	87377839.0
38_P_40_S38_L003_I1_001	99.99995723801042	39.0	10.0	36.36363636363637	81848390.0
38_P_40_S38_L003_I2_001	99.99995479446817	40.0	10.0	36.36363636363637	81848390.0
