Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
02_P_22_S2_L003_I2_001	02_P_22_S2_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68739151.0	0.0	10.0	40.0	5.382667586336642e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
02_P_22_S2_L003_R1_001	02_P_22_S2_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68739151.0	0.0	28.0	49.0	86.23644687178972	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
02_P_22_S2_L003_R2_001	02_P_22_S2_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68739151.0	0.0	150.0	42.0	73.5721530660615	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
02_P_22_S2_L004_I1_001	02_P_22_S2_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67267981.0	0.0	10.0	59.0	5.351728930291516e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
02_P_22_S2_L004_I2_001	02_P_22_S2_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67267981.0	0.0	10.0	40.0	5.5003880672440574e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
02_P_22_S2_L004_R1_001	02_P_22_S2_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67267981.0	0.0	28.0	49.0	87.28016163382706	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
02_P_22_S2_L004_R2_001	02_P_22_S2_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67267981.0	0.0	150.0	42.0	74.4627022348628	150.0	pass	pass	warn	pass	warn	fail	pass	pass	pass	warn	pass
03_P_23_S3_L001_I1_001	03_P_23_S3_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62429543.0	0.0	10.0	59.0	5.606320071892886e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L001_I2_001	03_P_23_S3_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62429543.0	0.0	10.0	40.0	5.7665006453755395e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L001_R1_001	03_P_23_S3_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62429543.0	0.0	28.0	49.0	94.09970895705719	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
03_P_23_S3_L001_R2_001	03_P_23_S3_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62429543.0	0.0	150.0	41.0	80.67716986787968	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
03_P_23_S3_L002_I1_001	03_P_23_S3_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61681207.0	0.0	10.0	59.0	5.674337728183562e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L002_I2_001	03_P_23_S3_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61681207.0	0.0	10.0	40.0	5.83646166327452e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L002_R1_001	03_P_23_S3_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61681207.0	0.0	28.0	49.0	93.81882823578867	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
03_P_23_S3_L002_R2_001	03_P_23_S3_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61681207.0	0.0	150.0	41.0	80.60100762359906	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
03_P_23_S3_L003_I1_001	03_P_23_S3_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57777382.0	0.0	10.0	59.0	6.057733803168859e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L003_I2_001	03_P_23_S3_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57777382.0	0.0	10.0	40.0	6.403890020492793e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L003_R1_001	03_P_23_S3_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57777382.0	0.0	28.0	49.0	93.56873849934335	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
03_P_23_S3_L003_R2_001	03_P_23_S3_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57777382.0	0.0	150.0	41.0	80.71241614968582	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
03_P_23_S3_L004_I1_001	03_P_23_S3_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56502821.0	0.0	10.0	59.0	6.371363298834229e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L004_I2_001	03_P_23_S3_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56502821.0	0.0	10.0	40.0	6.548345612690736e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
03_P_23_S3_L004_R1_001	03_P_23_S3_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56502821.0	0.0	28.0	49.0	94.6038522916472	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
03_P_23_S3_L004_R2_001	03_P_23_S3_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56502821.0	0.0	150.0	41.0	81.48741588305015	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
04_P_24_S4_L001_I1_001	04_P_24_S4_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69097471.0	0.0	10.0	69.0	5.065308396019299e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L001_I2_001	04_P_24_S4_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69097471.0	0.0	10.0	59.0	5.065308396019299e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L001_R1_001	04_P_24_S4_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69097471.0	0.0	28.0	49.0	80.1505352140072	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
04_P_24_S4_L001_R2_001	04_P_24_S4_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69097471.0	0.0	150.0	43.0	74.6811170892528	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
04_P_24_S4_L002_I1_001	04_P_24_S4_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68232954.0	0.0	10.0	69.0	5.129486259674467e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L002_I2_001	04_P_24_S4_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68232954.0	0.0	10.0	59.0	5.276043009950881e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L002_R1_001	04_P_24_S4_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68232954.0	0.0	28.0	49.0	80.19642918802496	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
04_P_24_S4_L002_R2_001	04_P_24_S4_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68232954.0	0.0	150.0	43.0	74.25035553577072	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
04_P_24_S4_L003_I1_001	04_P_24_S4_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63996523.0	0.0	10.0	69.0	5.4690471230757337e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L003_I2_001	04_P_24_S4_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63996523.0	0.0	10.0	59.0	5.781564101537204e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L003_R1_001	04_P_24_S4_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63996523.0	0.0	28.0	49.0	80.61920864802076	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
04_P_24_S4_L003_R2_001	04_P_24_S4_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63996523.0	0.0	150.0	43.0	74.6585544676708	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
04_P_24_S4_L004_I1_001	04_P_24_S4_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62590559.0	0.0	10.0	69.0	5.7516661578306084e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L004_I2_001	04_P_24_S4_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62590559.0	0.0	10.0	59.0	5.911434662214792e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
04_P_24_S4_L004_R1_001	04_P_24_S4_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62590559.0	0.0	28.0	49.0	81.63821172694445	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
04_P_24_S4_L004_R2_001	04_P_24_S4_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62590559.0	0.0	150.0	43.0	75.33464159664966	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
05_V_21_S5_L001_I1_001	05_V_21_S5_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76472248.0	0.0	10.0	69.0	4.576823738724145e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L001_I2_001	05_V_21_S5_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76472248.0	0.0	10.0	50.0	4.7075901312591204e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L001_R1_001	05_V_21_S5_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76472248.0	0.0	28.0	49.0	64.9606142443212	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
05_V_21_S5_L001_R2_001	05_V_21_S5_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76472248.0	0.0	150.0	44.0	70.41688636978598	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
05_V_21_S5_L002_I1_001	05_V_21_S5_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75573698.0	0.0	10.0	69.0	4.631240884890931e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L002_I2_001	05_V_21_S5_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75573698.0	0.0	10.0	49.0	4.7635620530306725e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L002_R1_001	05_V_21_S5_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75573698.0	0.0	28.0	49.0	64.99035765600003	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
05_V_21_S5_L002_R2_001	05_V_21_S5_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75573698.0	0.0	150.0	44.0	69.9905498171392	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
05_V_21_S5_L003_I1_001	05_V_21_S5_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71083440.0	0.0	10.0	69.0	4.923790970161264e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L003_I2_001	05_V_21_S5_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71083440.0	0.0	10.0	49.0	5.205150454170479e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L003_R1_001	05_V_21_S5_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71083440.0	0.0	28.0	49.0	65.84681288337512	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
05_V_21_S5_L003_R2_001	05_V_21_S5_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71083440.0	0.0	150.0	44.0	70.36390079978078	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
05_V_21_S5_L004_I1_001	05_V_21_S5_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69529219.0	0.0	10.0	69.0	5.177679329319088e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L004_I2_001	05_V_21_S5_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69529219.0	0.0	10.0	49.0	5.321503755133507e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
05_V_21_S5_L004_R1_001	05_V_21_S5_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69529219.0	0.0	28.0	49.0	66.8082290850046	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
05_V_21_S5_L004_R2_001	05_V_21_S5_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69529219.0	0.0	150.0	44.0	71.09727960186751	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
06_V_22_S6_L001_I1_001	06_V_22_S6_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80626246.0	0.0	10.0	29.0	4.3410181840786684e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L001_I2_001	06_V_22_S6_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80626246.0	0.0	10.0	30.0	4.3410181840786684e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L001_R1_001	06_V_22_S6_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80626246.0	0.0	28.0	49.0	78.40540572830773	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
06_V_22_S6_L001_R2_001	06_V_22_S6_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80626246.0	0.0	150.0	42.0	71.26998917683551	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
06_V_22_S6_L002_I1_001	06_V_22_S6_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79610954.0	0.0	10.0	29.0	4.396379925305254e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L002_I2_001	06_V_22_S6_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79610954.0	0.0	10.0	30.0	4.521990780313975e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L002_R1_001	06_V_22_S6_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79610954.0	0.0	28.0	49.0	78.27436288961788	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
06_V_22_S6_L002_R2_001	06_V_22_S6_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79610954.0	0.0	150.0	42.0	71.0263126135152	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
06_V_22_S6_L003_I1_001	06_V_22_S6_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74561753.0	0.0	10.0	29.0	4.694095644451922e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L003_I2_001	06_V_22_S6_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74561753.0	0.0	10.0	30.0	4.9623296812777456e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L003_R1_001	06_V_22_S6_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74561753.0	0.0	28.0	49.0	78.90894899340582	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
06_V_22_S6_L003_R2_001	06_V_22_S6_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74561753.0	0.0	150.0	42.0	71.33341343244943	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
06_V_22_S6_L004_I1_001	06_V_22_S6_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73126524.0	0.0	10.0	29.0	4.9229743232428224e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L004_I2_001	06_V_22_S6_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73126524.0	0.0	10.0	30.0	5.059723609999567e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
06_V_22_S6_L004_R1_001	06_V_22_S6_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73126524.0	0.0	28.0	49.0	80.08116734488706	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
06_V_22_S6_L004_R2_001	06_V_22_S6_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73126524.0	0.0	150.0	42.0	72.01231404913878	150.0	pass	pass	warn	pass	warn	fail	pass	pass	pass	warn	pass
07_V_23_S7_L001_I1_001	07_V_23_S7_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87061394.0	0.0	10.0	39.0	4.0201515725787715e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
07_V_23_S7_L001_I2_001	07_V_23_S7_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87061394.0	0.0	10.0	50.0	4.0201515725787715e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
07_V_23_S7_L001_R1_001	07_V_23_S7_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87061394.0	0.0	28.0	49.0	69.17714968985877	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
07_V_23_S7_L001_R2_001	07_V_23_S7_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87061394.0	0.0	150.0	43.0	70.54044818053904	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
07_V_23_S7_L002_I1_001	07_V_23_S7_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85792782.0	0.0	10.0	39.0	4.079597278941252e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
07_V_23_S7_L002_I2_001	07_V_23_S7_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85792782.0	0.0	10.0	50.0	4.196157201196716e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
07_V_23_S7_L002_R1_001	07_V_23_S7_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85792782.0	0.0	28.0	49.0	69.20830785601623	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
07_V_23_S7_L002_R2_001	07_V_23_S7_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85792782.0	0.0	150.0	43.0	70.05312830136474	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
07_V_23_S7_L003_I1_001	07_V_23_S7_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79771423.0	0.0	10.0	39.0	4.3875361230549944e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
07_V_23_S7_L003_I2_001	07_V_23_S7_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79771423.0	0.0	10.0	50.0	4.638252472943851e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
