Module	Section	Sample Name	Source
FastQC	all_sections	02_P_22_S2_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L002_R1_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L002_R2_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L003_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L003_I1_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L003_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L003_I2_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L003_R1_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L003_R2_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L004_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L004_I1_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L004_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L004_I2_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L004_R1_001_fastqc.zip
FastQC	all_sections	02_P_22_S2_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/02_P_22_S2_L004_R2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L001_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L001_I1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L001_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L001_I2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L001_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L001_R1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L001_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L001_R2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L002_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L002_I1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L002_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L002_I2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L002_R1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L002_R2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L003_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L003_I1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L003_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L003_I2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L003_R1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L003_R2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L004_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L004_I1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L004_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L004_I2_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L004_R1_001_fastqc.zip
FastQC	all_sections	03_P_23_S3_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/03_P_23_S3_L004_R2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L001_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L001_I1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L001_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L001_I2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L001_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L001_R1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L001_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L001_R2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L002_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L002_I1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L002_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L002_I2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L002_R1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L002_R2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L003_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L003_I1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L003_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L003_I2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L003_R1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L003_R2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L004_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L004_I1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L004_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L004_I2_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L004_R1_001_fastqc.zip
FastQC	all_sections	04_P_24_S4_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/04_P_24_S4_L004_R2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L001_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L001_I1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L001_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L001_I2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L001_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L001_R1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L001_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L001_R2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L002_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L002_I1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L002_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L002_I2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L002_R1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L002_R2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L003_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L003_I1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L003_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L003_I2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L003_R1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L003_R2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L004_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L004_I1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L004_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L004_I2_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L004_R1_001_fastqc.zip
FastQC	all_sections	05_V_21_S5_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/05_V_21_S5_L004_R2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L001_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L001_I1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L001_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L001_I2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L001_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L001_R1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L001_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L001_R2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L002_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L002_I1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L002_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L002_I2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L002_R1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L002_R2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L003_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L003_I1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L003_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L003_I2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L003_R1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L003_R2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L004_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L004_I1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L004_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L004_I2_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L004_R1_001_fastqc.zip
FastQC	all_sections	06_V_22_S6_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/06_V_22_S6_L004_R2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L001_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L001_I1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L001_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L001_I2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L001_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L001_R1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L001_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L001_R2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L002_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L002_I1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L002_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L002_I2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L002_R1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L002_R2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L003_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L003_I1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L003_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L003_I2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L003_R1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L003_R2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L004_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L004_I1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L004_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L004_I2_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L004_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L004_R1_001_fastqc.zip
FastQC	all_sections	07_V_23_S7_L004_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/07_V_23_S7_L004_R2_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L001_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L001_I1_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L001_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L001_I2_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L001_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L001_R1_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L001_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L001_R2_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L002_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L002_I1_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L002_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L002_I2_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L002_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L002_R1_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L002_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L002_R2_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L003_I1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L003_I1_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L003_I2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L003_I2_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L003_R1_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L003_R1_001_fastqc.zip
FastQC	all_sections	08_V_24_S8_L003_R2_001	/scratch/c.mpmgb/blood-brain-barrier-in-ad/03_data/990_processed_data/001_snrnaseq/01_fastqc/03_set3/08_V_24_S8_L003_R2_001_fastqc.zip
