Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
12_V_26_S12_L001_R2_001	32.55743274199267	43.0	150.0	9.090909090909092	72855693.0
12_V_26_S12_L002_R1_001	50.48423993250799	49.0	28.0	9.090909090909092	71689033.0
12_V_26_S12_L002_R2_001	32.53357110535525	43.0	150.0	9.090909090909092	71689033.0
12_V_26_S12_L003_R1_001	49.0906408170119	49.0	28.0	0.0	66612722.0
12_V_26_S12_L003_R2_001	32.12948882673314	43.0	150.0	9.090909090909092	66612722.0
12_V_26_S12_L004_R1_001	47.84141262112974	49.0	28.0	0.0	64959849.0
12_V_26_S12_L004_R2_001	31.042266522439476	43.0	150.0	9.090909090909092	64959849.0
13_P_27_S13_L001_R1_001	22.40717854021368	49.0	28.0	0.0	89852300.0
13_P_27_S13_L001_R2_001	30.468739706271734	42.0	150.0	9.090909090909092	89852300.0
13_P_27_S13_L002_R1_001	22.467193162242978	49.0	28.0	0.0	88308748.0
13_P_27_S13_L002_R2_001	30.79375175880682	42.0	150.0	9.090909090909092	88308748.0
13_P_27_S13_L003_R1_001	21.81797943195663	49.0	28.0	0.0	82364793.0
13_P_27_S13_L003_R2_001	30.358348532920346	42.0	150.0	9.090909090909092	82364793.0
13_P_27_S13_L004_R1_001	20.67517481242203	49.0	28.0	0.0	80588992.0
13_P_27_S13_L004_R2_001	29.65201641752826	42.0	150.0	9.090909090909092	80588992.0
14_P_28_S14_L001_R1_001	9.898911755644974	49.0	28.0	0.0	63512662.0
14_P_28_S14_L001_R2_001	21.650515600547294	40.0	150.0	0.0	63512662.0
14_P_28_S14_L002_R1_001	9.942443232617634	49.0	28.0	0.0	62580875.0
14_P_28_S14_L002_R2_001	21.608595157610154	40.0	150.0	0.0	62580875.0
14_P_28_S14_L003_R1_001	9.91335598214414	49.0	28.0	0.0	58329501.0
14_P_28_S14_L003_R2_001	21.598899747002818	40.0	150.0	0.0	58329501.0
14_P_28_S14_L004_R1_001	8.886479042307144	49.0	28.0	0.0	56993586.0
14_P_28_S14_L004_R2_001	20.685760861604805	40.0	150.0	0.0	56993586.0
15_V_27_S15_L001_R1_001	36.41549878495927	49.0	28.0	0.0	68521499.0
15_V_27_S15_L001_R2_001	32.63445988253491	42.0	150.0	9.090909090909092	68521499.0
15_V_27_S15_L002_R1_001	36.34493994739201	49.0	28.0	0.0	67528590.0
15_V_27_S15_L002_R2_001	33.005106022661195	42.0	150.0	9.090909090909092	67528590.0
15_V_27_S15_L003_R1_001	35.24190546728269	49.0	28.0	0.0	62945531.0
15_V_27_S15_L003_R2_001	32.723706294873566	42.0	150.0	9.090909090909092	62945531.0
15_V_27_S15_L004_R1_001	34.099605272002194	49.0	28.0	0.0	61529057.0
15_V_27_S15_L004_R2_001	31.78627084621762	42.0	150.0	9.090909090909092	61529057.0
16_V_28_S16_L001_R1_001	45.07266284156665	49.0	28.0	0.0	77077227.0
16_V_28_S16_L001_R2_001	32.278177602923535	42.0	150.0	9.090909090909092	77077227.0
16_V_28_S16_L002_R1_001	44.91864211732668	49.0	28.0	0.0	75865332.0
16_V_28_S16_L002_R2_001	32.59410403341147	42.0	150.0	9.090909090909092	75865332.0
16_V_28_S16_L003_R1_001	43.40382319369424	49.0	28.0	0.0	70560369.0
16_V_28_S16_L003_R2_001	31.993826871310134	42.0	150.0	9.090909090909092	70560369.0
16_V_28_S16_L004_R1_001	42.50740845673619	49.0	28.0	0.0	69130758.0
16_V_28_S16_L004_R2_001	30.921797902527373	42.0	150.0	9.090909090909092	69130758.0
17_P_29_S17_L001_R1_001	5.3621301269313335	49.0	28.0	0.0	63728384.0
17_P_29_S17_L001_R2_001	19.24044054258964	42.0	150.0	0.0	63728384.0
17_P_29_S17_L002_R1_001	5.642178367641137	49.0	28.0	0.0	62918034.0
17_P_29_S17_L002_R2_001	19.502451556812233	42.0	150.0	0.0	62918034.0
17_P_29_S17_L003_R1_001	5.987688356138889	49.0	28.0	0.0	59121182.0
17_P_29_S17_L003_R2_001	19.404654068197416	42.0	150.0	0.0	59121182.0
17_P_29_S17_L004_R1_001	5.0855837003133075	49.0	28.0	0.0	57893063.0
17_P_29_S17_L004_R2_001	18.52655382020926	42.0	150.0	0.0	57893063.0
18_P_30_S18_L001_R1_001	13.258126415285759	49.0	28.0	0.0	61440160.0
18_P_30_S18_L001_R2_001	27.181855646540683	43.0	150.0	9.090909090909092	61440160.0
18_P_30_S18_L002_R1_001	13.291651272017944	49.0	28.0	0.0	60654387.0
18_P_30_S18_L002_R2_001	27.600790397121216	43.0	150.0	9.090909090909092	60654387.0
18_P_30_S18_L003_R1_001	13.251518851332932	49.0	28.0	0.0	56993270.0
18_P_30_S18_L003_R2_001	27.65504449247861	43.0	150.0	9.090909090909092	56993270.0
18_P_30_S18_L004_R1_001	12.242897855020175	49.0	28.0	0.0	55770678.0
18_P_30_S18_L004_R2_001	26.645618626990256	43.0	150.0	9.090909090909092	55770678.0
19_V_29_S19_L001_R1_001	39.57133782527127	49.0	28.0	0.0	79545733.0
19_V_29_S19_L001_R2_001	34.095074583597665	44.0	150.0	9.090909090909092	79545733.0
19_V_29_S19_L002_R1_001	39.55970465202452	49.0	28.0	0.0	78574717.0
19_V_29_S19_L002_R2_001	34.154388421145015	44.0	150.0	9.090909090909092	78574717.0
19_V_29_S19_L003_R1_001	38.559007136356314	49.0	28.0	0.0	73614731.0
19_V_29_S19_L003_R2_001	33.93140041395377	44.0	150.0	9.090909090909092	73614731.0
19_V_29_S19_L004_R1_001	37.38835152752573	49.0	28.0	0.0	72110567.0
19_V_29_S19_L004_R2_001	32.86542479214465	44.0	150.0	9.090909090909092	72110567.0
20_V_30_S20_L001_R1_001	20.058214387450775	49.0	28.0	0.0	63071928.0
20_V_30_S20_L001_R2_001	27.599081832108965	44.0	150.0	9.090909090909092	63071928.0
20_V_30_S20_L002_R1_001	20.13321448110257	49.0	28.0	0.0	62216596.0
20_V_30_S20_L002_R2_001	28.074162956362358	44.0	150.0	9.090909090909092	62216596.0
20_V_30_S20_L003_R1_001	19.562463706846756	49.0	28.0	0.0	58451142.0
20_V_30_S20_L003_R2_001	27.877535852869855	44.0	150.0	9.090909090909092	58451142.0
20_V_30_S20_L004_R1_001	18.39958349789495	49.0	28.0	0.0	57130934.0
20_V_30_S20_L004_R2_001	26.99953571016121	44.0	150.0	9.090909090909092	57130934.0
21_P_31_S21_L001_R1_001	16.54498403873788	49.0	28.0	0.0	76580854.0
21_P_31_S21_L001_R2_001	34.784904341126094	45.0	150.0	9.090909090909092	76580854.0
21_P_31_S21_L002_R1_001	16.583795246328876	49.0	28.0	0.0	75625754.0
21_P_31_S21_L002_R2_001	34.98282259662575	45.0	150.0	9.090909090909092	75625754.0
21_P_31_S21_L003_R1_001	16.505047084527092	49.0	28.0	0.0	70992446.0
21_P_31_S21_L003_R2_001	35.21164155843449	45.0	150.0	9.090909090909092	70992446.0
21_P_31_S21_L004_R1_001	15.424313116274604	49.0	28.0	0.0	69440655.0
21_P_31_S21_L004_R2_001	34.33312374783742	45.0	150.0	9.090909090909092	69440655.0
22_P_32_S22_L001_R1_001	25.588947886685247	49.0	28.0	0.0	68429475.0
22_P_32_S22_L001_R2_001	34.06475396241947	44.0	150.0	9.090909090909092	68429475.0
22_P_32_S22_L002_R1_001	25.572505049134136	49.0	28.0	0.0	67558634.0
22_P_32_S22_L002_R2_001	34.4133775957679	44.0	150.0	9.090909090909092	67558634.0
22_P_32_S22_L003_R1_001	24.92412451231702	49.0	28.0	0.0	63672844.0
22_P_32_S22_L003_R2_001	34.247634007352445	44.0	150.0	9.090909090909092	63672844.0
22_P_32_S22_L004_R1_001	23.935373761922264	49.0	28.0	0.0	62191048.0
22_P_32_S22_L004_R2_001	33.345480515960574	44.0	150.0	9.090909090909092	62191048.0
23_V_31_S23_L001_R1_001	23.76331266792836	49.0	28.0	0.0	63131911.0
23_V_31_S23_L001_R2_001	28.03505645169784	43.0	150.0	9.090909090909092	63131911.0
23_V_31_S23_L002_R1_001	24.04625892991733	49.0	28.0	0.0	62384067.0
23_V_31_S23_L002_R2_001	28.37924710097404	43.0	150.0	9.090909090909092	62384067.0
23_V_31_S23_L003_R1_001	23.374170673541173	49.0	28.0	0.0	58507965.0
23_V_31_S23_L003_R2_001	28.17408064417954	43.0	150.0	9.090909090909092	58507965.0
23_V_31_S23_L004_R1_001	22.0855702505891	49.0	28.0	0.0	57182429.0
23_V_31_S23_L004_R2_001	27.09107805780951	43.0	150.0	9.090909090909092	57182429.0
24_V_32_S24_L001_R1_001	32.09436417608181	49.0	28.0	0.0	61747971.0
24_V_32_S24_L001_R2_001	28.477417970244275	43.0	150.0	0.0	61747971.0
24_V_32_S24_L002_R1_001	32.02807612440483	49.0	28.0	0.0	61003592.0
24_V_32_S24_L002_R2_001	28.376036268611188	43.0	150.0	0.0	61003592.0
24_V_32_S24_L003_R1_001	31.075148332899218	49.0	28.0	0.0	57239027.0
24_V_32_S24_L003_R2_001	28.395725689990613	43.0	150.0	0.0	57239027.0
24_V_32_S24_L004_R1_001	30.1078731822344	49.0	28.0	0.0	56019796.0
24_V_32_S24_L004_R2_001	27.28887357082381	43.0	150.0	0.0	56019796.0
25_P_33_S25_L001_R1_001	8.809809444335443	49.0	28.0	0.0	69806633.0
25_P_33_S25_L001_R2_001	24.115145046636087	42.0	150.0	0.0	69806633.0
25_P_33_S25_L002_R1_001	8.63259475738353	49.0	28.0	0.0	68989068.0
25_P_33_S25_L002_R2_001	24.218875346335338	42.0	150.0	0.0	68989068.0
25_P_33_S25_L003_R1_001	8.842794030603002	49.0	28.0	0.0	64689154.0
25_P_33_S25_L003_R2_001	24.097615691255342	42.0	150.0	0.0	64689154.0
25_P_33_S25_L004_R1_001	8.040741931369354	49.0	28.0	0.0	63422003.0
25_P_33_S25_L004_R2_001	23.303005127488916	42.0	150.0	0.0	63422003.0
26_P_34_S26_L001_R1_001	15.253362719493182	49.0	28.0	0.0	66562802.0
26_P_34_S26_L001_R2_001	22.168723123829864	42.0	150.0	9.090909090909092	66562802.0
26_P_34_S26_L002_R1_001	15.383072811490948	49.0	28.0	0.0	65716118.0
26_P_34_S26_L002_R2_001	22.49472480153382	42.0	150.0	9.090909090909092	65716118.0
26_P_34_S26_L003_R1_001	14.991547169697398	49.0	28.0	0.0	61524347.0
26_P_34_S26_L003_R2_001	22.125322828588594	42.0	150.0	9.090909090909092	61524347.0
26_P_34_S26_L004_R1_001	13.921385484265329	49.0	28.0	0.0	60337546.0
26_P_34_S26_L004_R2_001	21.552384799476457	42.0	150.0	9.090909090909092	60337546.0
27_V_33_S27_L001_R1_001	65.75741079483436	49.0	28.0	9.090909090909092	79888869.0
27_V_33_S27_L001_R2_001	39.50998561839998	44.0	150.0	9.090909090909092	79888869.0
27_V_33_S27_L002_R1_001	65.67512074206275	49.0	28.0	9.090909090909092	78939714.0
27_V_33_S27_L002_R2_001	39.752083702603144	44.0	150.0	9.090909090909092	78939714.0
27_V_33_S27_L003_R1_001	64.63907597367648	49.0	28.0	9.090909090909092	74013420.0
27_V_33_S27_L003_R2_001	39.09524365846326	44.0	150.0	9.090909090909092	74013420.0
27_V_33_S27_L004_R1_001	63.97096923303474	49.0	28.0	9.090909090909092	72601491.0
27_V_33_S27_L004_R2_001	38.23250337603522	44.0	150.0	9.090909090909092	72601491.0
28_V_34_S28_L001_R1_001	41.87971241141231	49.0	28.0	0.0	82001522.0
28_V_34_S28_L001_R2_001	34.48634281150288	44.0	150.0	9.090909090909092	82001522.0
28_V_34_S28_L002_R1_001	41.674321578340724	49.0	28.0	0.0	80986316.0
28_V_34_S28_L002_R2_001	34.72116182749237	44.0	150.0	9.090909090909092	80986316.0
28_V_34_S28_L003_R1_001	40.53280699854914	49.0	28.0	0.0	76006907.0
28_V_34_S28_L003_R2_001	34.21988617653419	44.0	150.0	9.090909090909092	76006907.0
28_V_34_S28_L004_R1_001	39.67558493352449	49.0	28.0	0.0	74462843.0
28_V_34_S28_L004_R2_001	33.53029877069204	44.0	150.0	9.090909090909092	74462843.0
29_P_35_S29_L001_R1_001	15.22103057409538	49.0	28.0	0.0	62259532.0
29_P_35_S29_L001_R2_001	25.202049150005465	43.0	150.0	9.090909090909092	62259532.0
29_P_35_S29_L002_R1_001	15.258920000489155	49.0	28.0	0.0	61583069.0
29_P_35_S29_L002_R2_001	25.342891711051266	43.0	150.0	9.090909090909092	61583069.0
29_P_35_S29_L003_R1_001	15.054079968439282	49.0	28.0	0.0	57796262.0
29_P_35_S29_L003_R2_001	25.342183615420822	43.0	150.0	9.090909090909092	57796262.0
29_P_35_S29_L004_R1_001	14.008022151281992	49.0	28.0	0.0	56683272.0
29_P_35_S29_L004_R2_001	24.498449733991023	43.0	150.0	9.090909090909092	56683272.0
30_P_36_S30_L001_R1_001	11.549145571841379	49.0	28.0	0.0	69900653.0
30_P_36_S30_L001_R2_001	20.60437855208329	42.0	150.0	9.090909090909092	69900653.0
30_P_36_S30_L002_R1_001	11.75419862908592	49.0	28.0	0.0	69240236.0
30_P_36_S30_L002_R2_001	21.031739952343315	42.0	150.0	9.090909090909092	69240236.0
30_P_36_S30_L003_R1_001	11.63059143640605	49.0	28.0	0.0	64920960.0
30_P_36_S30_L003_R2_001	20.936122138169807	42.0	150.0	9.090909090909092	64920960.0
30_P_36_S30_L004_R1_001	10.62691364764477	49.0	28.0	0.0	63500511.0
30_P_36_S30_L004_R2_001	20.090732971608503	42.0	150.0	9.090909090909092	63500511.0
31_V_35_S31_L001_R1_001	33.81232735677935	49.0	28.0	0.0	75787041.0
31_V_35_S31_L001_R2_001	32.43360342241748	43.0	150.0	9.090909090909092	75787041.0
31_V_35_S31_L002_R1_001	33.86783391389284	49.0	28.0	0.0	74963038.0
31_V_35_S31_L003_R1_001	32.96022849807876	49.0	28.0	0.0	70483951.0
31_V_35_S31_L004_R1_001	31.80701177326435	49.0	28.0	0.0	69035251.0
32_V_36_S32_L001_R1_001	37.96150343736225	48.0	28.0	0.0	68050965.0
32_V_36_S32_L001_R2_001	26.426130761766103	43.0	150.0	9.090909090909092	34943385.0
32_V_36_S32_L002_R1_001	37.850753908575754	48.0	28.0	0.0	67258419.0
32_V_36_S32_L004_R1_001	35.78493688548414	48.0	28.0	0.0	61849659.0
32_V_36_S32_L004_R2_001	31.764436581007203	43.0	150.0	9.090909090909092	61849659.0
33_P_37_S33_L001_R1_001	9.02761008485696	49.0	28.0	0.0	65858166.0
33_P_37_S33_L001_R2_001	23.434552734658936	42.0	150.0	9.090909090909092	65858166.0
33_P_37_S33_L002_R1_001	9.36543331961937	49.0	28.0	0.0	65039308.0
33_P_37_S33_L002_R2_001	23.820999756993572	42.0	150.0	9.090909090909092	65039308.0
33_P_37_S33_L003_R1_001	9.323232658142459	49.0	28.0	0.0	60923901.0
33_P_37_S33_L003_R2_001	23.525023255324967	42.0	150.0	18.181818181818183	60923901.0
33_P_37_S33_L004_R1_001	8.4635764262528	49.0	28.0	0.0	59570484.0
33_P_37_S33_L004_R2_001	22.706312075317342	42.0	150.0	18.181818181818183	59570484.0
34_P_38_S34_L001_R1_001	11.229711021661046	49.0	28.0	0.0	93106641.0
34_P_38_S34_L001_R2_001	24.442914780673206	41.0	150.0	9.090909090909092	93106641.0
34_P_38_S34_L002_R1_001	11.255086550477955	49.0	28.0	0.0	91850476.0
34_P_38_S34_L002_R2_001	24.46851086035194	41.0	150.0	9.090909090909092	91850476.0
34_P_38_S34_L003_R1_001	11.029807561363953	49.0	28.0	0.0	85890876.0
34_P_38_S34_L003_R2_001	24.284302571264263	41.0	150.0	9.090909090909092	85890876.0
34_P_38_S34_L004_R1_001	10.147455607113969	49.0	28.0	0.0	84018871.0
34_P_38_S34_L004_R2_001	23.539932409530067	41.0	150.0	9.090909090909092	84018871.0
35_V_37_S35_L001_R1_001	51.373042211517436	49.0	28.0	9.090909090909092	82979482.0
35_V_37_S35_L001_R2_001	36.15995337327625	44.0	150.0	9.090909090909092	82979482.0
35_V_37_S35_L002_R1_001	51.115457787597265	49.0	28.0	9.090909090909092	81962505.0
35_V_37_S35_L002_R2_001	36.23297100517123	44.0	150.0	9.090909090909092	81962505.0
35_V_37_S35_L003_R1_001	49.91598215589903	49.0	28.0	0.0	76722510.0
35_V_37_S35_L003_R2_001	35.59496756061547	44.0	150.0	9.090909090909092	76722510.0
35_V_37_S35_L004_R1_001	48.814811402655565	49.0	28.0	0.0	75047003.0
36_V_38_S36_L001_R1_001	37.9012434343148	49.0	28.0	0.0	81184711.0
36_V_38_S36_L002_R1_001	37.82424882732891	49.0	28.0	0.0	80238800.0
36_V_38_S36_L002_R2_001	25.58047342134634	43.0	150.0	18.181818181818183	26407619.0
36_V_38_S36_L003_R1_001	27.493930416932997	49.0	28.0	0.0	47711693.0
36_V_38_S36_L004_R1_001	18.486884042968825	49.0	28.0	0.0	28370028.0
38_P_40_S38_L001_R1_001	28.35414342905399	49.0	28.0	0.0	88664039.0
38_P_40_S38_L001_R2_001	34.93919322729272	44.0	150.0	9.090909090909092	88664039.0
38_P_40_S38_L002_R1_001	28.302397060645205	49.0	28.0	0.0	87377839.0
38_P_40_S38_L002_R2_001	35.06547136976798	44.0	150.0	9.090909090909092	87377839.0
38_P_40_S38_L003_R1_001	27.74407459202112	49.0	28.0	0.0	81848390.0
38_P_40_S38_L003_R2_001	35.25272275570563	44.0	150.0	9.090909090909092	81848390.0
38_P_40_S38_L004_R1_001	26.366631869763197	49.0	28.0	0.0	80128547.0
38_P_40_S38_L004_R2_001	34.20254200416407	44.0	150.0	9.090909090909092	80128547.0
39_V_39_S39_L001_R1_001	49.74110143801295	49.0	28.0	0.0	59118119.0
39_V_39_S39_L001_R2_001	37.71625628512747	45.0	150.0	9.090909090909092	59118119.0
39_V_39_S39_L002_R1_001	49.74902877023777	49.0	28.0	0.0	58349323.0
39_V_39_S39_L002_R2_001	38.42507217951293	45.0	150.0	9.090909090909092	58349323.0
39_V_39_S39_L003_R1_001	48.6453841085398	49.0	28.0	0.0	54909379.0
39_V_39_S39_L003_R2_001	37.947364411451744	45.0	150.0	9.090909090909092	54909379.0
39_V_39_S39_L004_R1_001	47.70476280874294	49.0	28.0	0.0	53724785.0
39_V_39_S39_L004_R2_001	36.98919202239753	45.0	150.0	9.090909090909092	53724785.0
40_V_40_S40_L001_R1_001	33.20696006431348	49.0	28.0	0.0	60282277.0
40_V_40_S40_L001_R2_001	28.504796846403167	43.0	150.0	9.090909090909092	60282277.0
40_V_40_S40_L002_R1_001	33.106171667654024	49.0	28.0	0.0	59546751.0
40_V_40_S40_L002_R2_001	28.72425422155665	43.0	150.0	9.090909090909092	59546751.0
40_V_40_S40_L003_R1_001	31.965830193717025	49.0	28.0	0.0	55863456.0
40_V_40_S40_L003_R2_001	28.376569498265155	43.0	150.0	9.090909090909092	55863456.0
40_V_40_S40_L004_R1_001	30.977032899813224	49.0	28.0	0.0	54656507.0
40_V_40_S40_L004_R2_001	27.53675582502973	43.0	150.0	9.090909090909092	54656507.0
Undetermined_S0_L001_R1_001	16.2233232948022	46.0	28.0	0.0	178158028.0
Undetermined_S0_L002_R1_001	16.519777533510165	46.0	28.0	0.0	177563908.0
Undetermined_S0_L003_R1_001	17.150600859435144	46.0	28.0	0.0	162757249.0
Undetermined_S0_L004_R1_001	16.637212550950778	46.0	28.0	0.0	158280869.0
